年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲
2014-12,1000805-007,南投縣集集鎮,吳厝里,455,1090,563,527,103,745,242
2014-12,1000805-002,南投縣集集鎮,和平里,417,1041,541,500,96,735,210
2014-12,1000805-010,南投縣集集鎮,富山里,243,712,385,327,76,496,140
2014-12,1000805-011,南投縣集集鎮,廣明里,407,1106,570,536,107,822,177
2014-12,1000805-003,南投縣集集鎮,林尾里,254,651,350,301,51,447,153
2014-12,1000805-009,南投縣集集鎮,永昌里,425,1108,592,516,92,849,167
2014-12,1000805-006,南投縣集集鎮,玉映里,230,631,306,325,75,457,99
2014-12,1000805-004,南投縣集集鎮,田寮里,545,1473,804,669,213,1044,216
2014-12,1000805-005,南投縣集集鎮,隘寮里,250,600,323,277,43,389,168
2014-12,1000805-001,南投縣集集鎮,集集里,500,1245,629,616,140,884,221
2014-12,1000806-016,南投縣名間鄉,三崙村,530,1855,980,875,206,1355,294
2014-12,1000806-003,南投縣名間鄉,中山村,840,2746,1430,1316,340,2064,342
2014-12,1000806-002,南投縣名間鄉,中正村,1301,4128,2087,2041,567,3048,513
2014-12,1000806-023,南投縣名間鄉,仁和村,337,1061,533,528,105,802,154
2014-12,1000806-001,南投縣名間鄉,南雅村,428,1261,622,639,153,894,214
2014-12,1000806-019,南投縣名間鄉,埔中村,321,1049,559,490,114,782,153
2014-12,1000806-013,南投縣名間鄉,大坑村,271,887,451,436,68,655,164
2014-12,1000806-011,南投縣名間鄉,大庄村,696,2169,1138,1031,214,1577,378
2014-12,1000806-020,南投縣名間鄉,崁腳村,324,1030,530,500,95,749,186
2014-12,1000806-012,南投縣名間鄉,廍下村,360,1081,575,506,120,753,208
2014-12,1000806-022,南投縣名間鄉,新光村,628,2053,1101,952,202,1496,355
2014-12,1000806-021,南投縣名間鄉,新厝村,320,965,512,453,110,673,182
2014-12,1000806-006,南投縣名間鄉,新民村,381,1197,662,535,155,849,193
2014-12,1000806-007,南投縣名間鄉,新街村,1588,5011,2582,2429,622,3806,583
2014-12,1000806-008,南投縣名間鄉,東湖村,644,1974,1049,925,225,1466,283
2014-12,1000806-017,南投縣名間鄉,松山村,565,1862,968,894,242,1383,237
2014-12,1000806-018,南投縣名間鄉,松柏村,420,1423,746,677,184,1062,177
2014-12,1000806-004,南投縣名間鄉,濁水村,619,1945,1032,913,242,1375,328
2014-12,1000806-005,南投縣名間鄉,炭寮村,340,1185,637,548,130,861,194
2014-12,1000806-010,南投縣名間鄉,田仔村,463,1506,830,676,161,1070,275
2014-12,1000806-014,南投縣名間鄉,竹圍村,341,1122,618,504,125,773,224
2014-12,1000806-009,南投縣名間鄉,萬丹村,369,1112,608,504,100,826,186
2014-12,1000806-015,南投縣名間鄉,赤水村,451,1397,757,640,129,938,330
2014-12,1000807-005,南投縣鹿谷鄉,內湖村,461,1206,639,567,116,883,207
2014-12,1000807-002,南投縣鹿谷鄉,初鄉村,758,1683,894,789,136,1224,323
2014-12,1000807-008,南投縣鹿谷鄉,和雅村,293,708,399,309,61,497,150
2014-12,1000807-004,南投縣鹿谷鄉,廣興村,877,2258,1198,1060,175,1686,397
2014-12,1000807-003,南投縣鹿谷鄉,彰雅村,579,1500,755,745,152,1112,236
2014-12,1000807-010,南投縣鹿谷鄉,永隆村,787,1853,988,865,165,1413,275
2014-12,1000807-012,南投縣鹿谷鄉,清水村,364,811,455,356,44,547,220
2014-12,1000807-013,南投縣鹿谷鄉,瑞田村,311,851,463,388,78,619,154
2014-12,1000807-011,南投縣鹿谷鄉,秀峰村,423,949,523,426,69,651,229
2014-12,1000807-006,南投縣鹿谷鄉,竹林村,718,1793,952,841,188,1221,384
2014-12,1000807-007,南投縣鹿谷鄉,竹豐村,435,1056,574,482,89,756,211
2014-12,1000807-009,南投縣鹿谷鄉,鳳凰村,598,1655,865,790,159,1242,254
2014-12,1000807-001,南投縣鹿谷鄉,鹿谷村,930,2215,1140,1075,255,1616,344
2014-12,1000808-008,南投縣中寮鄉,中寮村,255,810,444,366,90,571,149
2014-12,1000808-016,南投縣中寮鄉,內城村,207,523,291,232,38,381,104
2014-12,1000808-003,南投縣中寮鄉,八仙村,345,941,508,433,119,635,187
2014-12,1000808-004,南投縣中寮鄉,和興村,299,782,434,348,79,521,182
2014-12,1000808-002,南投縣中寮鄉,崁頂村,194,545,310,235,42,387,116
2014-12,1000808-009,南投縣中寮鄉,廣福村,227,613,345,268,72,412,129
2014-12,1000808-001,南投縣中寮鄉,廣興村,365,983,538,445,104,693,186
2014-12,1000808-007,南投縣中寮鄉,復興村,108,330,170,160,21,246,63
2014-12,1000808-015,南投縣中寮鄉,永和村,226,621,365,256,65,413,143
2014-12,1000808-006,南投縣中寮鄉,永平村,741,2092,1077,1015,248,1486,358
2014-12,1000808-010,南投縣中寮鄉,永福村,565,1543,794,749,166,1159,218
2014-12,1000808-017,南投縣中寮鄉,永芳村,195,520,284,236,35,379,106
2014-12,1000808-012,南投縣中寮鄉,清水村,359,1012,571,441,103,702,207
2014-12,1000808-018,南投縣中寮鄉,爽文村,221,545,307,238,42,377,126
2014-12,1000808-005,南投縣中寮鄉,福盛村,346,856,479,377,67,567,222
2014-12,1000808-011,南投縣中寮鄉,義和村,407,1261,669,592,122,939,200
2014-12,1000808-013,南投縣中寮鄉,龍安村,299,812,454,358,75,565,172
2014-12,1000808-014,南投縣中寮鄉,龍岩村,287,777,424,353,96,517,164
2014-12,1000809-003,南投縣魚池鄉,中明村,422,1161,618,543,121,815,225
2014-12,1000809-009,南投縣魚池鄉,五城村,298,885,488,397,95,628,162
2014-12,1000809-007,南投縣魚池鄉,共和村,382,1158,611,547,104,855,199
2014-12,1000809-005,南投縣魚池鄉,大林村,443,1292,694,598,141,915,236
2014-12,1000809-008,南投縣魚池鄉,大雁村,293,800,423,377,81,561,158
2014-12,1000809-004,南投縣魚池鄉,新城村,556,1644,844,800,207,1166,271
2014-12,1000809-013,南投縣魚池鄉,日月村,353,977,478,499,95,754,128
2014-12,1000809-006,南投縣魚池鄉,東光村,489,1476,798,678,169,1050,257
2014-12,1000809-001,南投縣魚池鄉,東池村,648,1877,980,897,216,1346,315
2014-12,1000809-012,南投縣魚池鄉,武登村,282,706,389,317,55,483,168
2014-12,1000809-010,南投縣魚池鄉,水社村,350,1003,497,506,123,730,150
2014-12,1000809-011,南投縣魚池鄉,頭社村,377,1058,597,461,78,706,274
2014-12,1000809-002,南投縣魚池鄉,魚池村,845,2464,1238,1226,271,1837,356
2014-12,1000810-008,南投縣國姓鄉,乾溝村,362,997,542,455,72,726,199
2014-12,1000810-010,南投縣國姓鄉,北山村,643,1827,984,843,173,1306,348
2014-12,1000810-004,南投縣國姓鄉,北港村,850,2226,1217,1009,200,1623,403
2014-12,1000810-011,南投縣國姓鄉,南港村,717,1964,1131,833,175,1406,383
2014-12,1000810-001,南投縣國姓鄉,國姓村,761,2007,1035,972,251,1456,300
2014-12,1000810-003,南投縣國姓鄉,大旗村,317,832,481,351,77,592,163
2014-12,1000810-012,南投縣國姓鄉,大石村,316,876,492,384,80,653,143
2014-12,1000810-009,南投縣國姓鄉,柑林村,489,1352,718,634,113,991,248
2014-12,1000810-002,南投縣國姓鄉,石門村,754,2096,1079,1017,283,1522,291
2014-12,1000810-007,南投縣國姓鄉,福龜村,756,2127,1108,1019,180,1579,368
2014-12,1000810-005,南投縣國姓鄉,長流村,617,1718,919,799,200,1273,245
2014-12,1000810-006,南投縣國姓鄉,長福村,342,817,446,371,68,613,136
2014-12,1000810-013,南投縣國姓鄉,長豐村,372,876,509,367,60,674,142
2014-12,1000811-014,南投縣水里鄉,上安村,509,1302,693,609,112,971,219
2014-12,1000811-004,南投縣水里鄉,中央村,285,725,359,366,70,528,127
2014-12,1000811-006,南投縣水里鄉,北埔村,485,1209,611,598,141,870,198
2014-12,1000811-019,南投縣水里鄉,南光村,683,1940,955,985,272,1393,275
2014-12,1000811-005,南投縣水里鄉,城中村,459,1057,560,497,119,742,196
2014-12,1000811-003,南投縣水里鄉,新城村,706,1881,998,883,217,1349,315
2014-12,1000811-012,南投縣水里鄉,新山村,92,252,139,113,30,180,42
2014-12,1000811-011,南投縣水里鄉,新興村,306,776,425,351,86,553,137
2014-12,1000811-015,南投縣水里鄉,民和村,443,1049,605,444,72,734,243
2014-12,1000811-001,南投縣水里鄉,水里村,343,901,470,431,72,655,174
2014-12,1000811-016,南投縣水里鄉,永興村,171,402,215,187,38,285,79
2014-12,1000811-008,南投縣水里鄉,永豐村,581,1708,869,839,193,1290,225
2014-12,1000811-017,南投縣水里鄉,玉峰村,396,998,554,444,86,709,203
2014-12,1000811-018,南投縣水里鄉,興隆村,152,338,205,133,24,240,74
2014-12,1000811-010,南投縣水里鄉,車埕村,244,533,294,239,37,381,115
2014-12,1000811-002,南投縣水里鄉,農富村,222,556,280,276,53,388,115
2014-12,1000811-013,南投縣水里鄉,郡坑村,150,401,230,171,41,291,69
2014-12,1000811-007,南投縣水里鄉,鉅工村,448,1225,613,612,134,918,173
2014-12,1000811-009,南投縣水里鄉,頂崁村,549,1464,744,720,153,1106,205
2014-12,1000812-001,南投縣信義鄉,人和村,419,1576,863,713,303,1160,113
2014-12,1000812-009,南投縣信義鄉,同富村,640,1782,970,812,224,1300,258
2014-12,1000812-002,南投縣信義鄉,地利村,323,1128,589,539,191,859,78
2014-12,1000812-005,南投縣信義鄉,愛國村,229,642,365,277,66,469,107
2014-12,1000812-013,南投縣信義鄉,新鄉村,185,754,404,350,149,579,26
2014-12,1000812-004,南投縣信義鄉,明德村,660,1830,960,870,211,1349,270
2014-12,1000812-008,南投縣信義鄉,望美村,559,1944,1043,901,365,1463,116
2014-12,1000812-011,南投縣信義鄉,東埔村,368,1325,698,627,209,1039,77
2014-12,1000812-003,南投縣信義鄉,潭南村,216,764,395,369,177,556,31
2014-12,1000812-010,南投縣信義鄉,神木村,309,794,468,326,106,576,112
2014-12,1000812-007,南投縣信義鄉,羅娜村,514,1755,943,812,301,1356,98
2014-12,1000812-006,南投縣信義鄉,自強村,321,904,489,415,94,649,161
2014-12,1000812-014,南投縣信義鄉,豐丘村,272,789,412,377,110,596,83
2014-12,1000812-012,南投縣信義鄉,雙龍村,228,826,434,392,180,610,36
2014-12,1000813-002,南投縣仁愛鄉,中正村,308,1178,567,611,252,868,58
2014-12,1000813-003,南投縣仁愛鄉,互助村,425,1340,699,641,230,992,118
2014-12,1000813-005,南投縣仁愛鄉,力行村,197,655,327,328,130,472,53
2014-12,1000813-010,南投縣仁愛鄉,南豐村,456,1519,794,725,224,1134,161
2014-12,1000813-007,南投縣仁愛鄉,合作村,237,780,398,382,153,562,65
2014-12,1000813-009,南投縣仁愛鄉,大同村,689,1958,995,963,273,1453,232
2014-12,1000813-004,南投縣仁愛鄉,新生村,143,451,224,227,41,359,51
2014-12,1000813-011,南投縣仁愛鄉,春陽村,371,1274,648,626,263,916,95
2014-12,1000813-014,南投縣仁愛鄉,榮興村,42,95,57,38,1,70,24
2014-12,1000813-001,南投縣仁愛鄉,法治村,244,1049,559,490,242,752,55
2014-12,1000813-006,南投縣仁愛鄉,發祥村,356,960,497,463,165,716,79
2014-12,1000813-012,南投縣仁愛鄉,精英村,275,881,469,412,151,661,69
2014-12,1000813-015,南投縣仁愛鄉,翠華村,261,632,335,297,108,450,74
2014-12,1000813-013,南投縣仁愛鄉,萬豐村,206,822,442,380,165,616,41
2014-12,1000813-008,南投縣仁愛鄉,親愛村,473,1450,755,695,267,1071,112
2014-12,1000813-016,南投縣仁愛鄉,都達村,252,806,419,387,139,616,51
2014-12,1000901-017,雲林縣斗六市,三光里,242,636,348,288,59,436,141
2014-12,1000901-008,雲林縣斗六市,三平里,2068,5815,2810,3005,1127,4178,510
2014-12,1000901-006,雲林縣斗六市,中和里,369,992,510,482,125,681,186
2014-12,1000901-020,雲林縣斗六市,久安里,903,2739,1416,1323,317,2048,374
2014-12,1000901-002,雲林縣斗六市,仁愛里,482,1311,656,655,188,903,220
2014-12,1000901-022,雲林縣斗六市,保庄里,2026,6047,3037,3010,910,4583,554
2014-12,1000901-003,雲林縣斗六市,信義里,332,800,395,405,91,562,147
2014-12,1000901-007,雲林縣斗六市,光興里,410,923,440,483,85,674,164
2014-12,1000901-009,雲林縣斗六市,八德里,1219,3909,1991,1918,577,2980,352
2014-12,1000901-034,雲林縣斗六市,公正里,1352,3503,1657,1846,566,2604,333
2014-12,1000901-036,雲林縣斗六市,公誠里,1009,2816,1355,1461,515,2036,265
2014-12,1000901-031,雲林縣斗六市,十三里,431,1348,689,659,155,981,212
2014-12,1000901-019,雲林縣斗六市,嘉東里,570,1692,824,868,305,1252,135
2014-12,1000901-004,雲林縣斗六市,四維里,287,737,381,356,75,520,142
2014-12,1000901-005,雲林縣斗六市,太平里,360,959,471,488,126,677,156
2014-12,1000901-018,雲林縣斗六市,崙峯里,1038,2843,1392,1451,383,2112,348
2014-12,1000901-001,雲林縣斗六市,忠孝里,704,1745,878,867,241,1207,297
2014-12,1000901-038,雲林縣斗六市,成功里,1057,3245,1555,1690,605,2350,290
2014-12,1000901-037,雲林縣斗六市,明德里,1363,4177,2124,2053,762,3109,306
2014-12,1000901-013,雲林縣斗六市,林頭里,1625,4986,2575,2411,687,3689,610
2014-12,1000901-024,雲林縣斗六市,梅林里,668,2083,1105,978,239,1507,337
2014-12,1000901-026,雲林縣斗六市,榴中里,1632,5268,2627,2641,764,3993,511
2014-12,1000901-027,雲林縣斗六市,榴北里,400,1361,740,621,193,1008,160
2014-12,1000901-028,雲林縣斗六市,榴南里,679,2188,1095,1093,352,1670,166
2014-12,1000901-016,雲林縣斗六市,江厝里,874,2621,1275,1346,416,1946,259
2014-12,1000901-025,雲林縣斗六市,湖山里,458,1399,770,629,137,1009,253
2014-12,1000901-015,雲林縣斗六市,溝埧里,260,743,385,358,93,554,96
2014-12,1000901-029,雲林縣斗六市,溪洲里,1160,3569,1838,1731,466,2786,317
2014-12,1000901-035,雲林縣斗六市,社口里,1086,2882,1402,1480,442,2082,358
2014-12,1000901-023,雲林縣斗六市,虎溪里,2104,6379,3216,3163,926,4878,575
2014-12,1000901-014,雲林縣斗六市,重光里,907,2816,1420,1396,354,2132,330
2014-12,1000901-010,雲林縣斗六市,鎮北里,1214,3569,1763,1806,549,2632,388
2014-12,1000901-012,雲林縣斗六市,鎮南里,1587,4349,2058,2291,647,3177,525
2014-12,1000901-032,雲林縣斗六市,鎮東里,2006,5844,2873,2971,1000,4206,638
2014-12,1000901-033,雲林縣斗六市,鎮西里,1695,4375,2186,2189,613,3309,453
2014-12,1000901-030,雲林縣斗六市,長安里,1030,3346,1688,1658,445,2575,326
2014-12,1000901-021,雲林縣斗六市,長平里,624,1955,1018,937,196,1458,301
2014-12,1000901-011,雲林縣斗六市,龍潭里,802,2128,1048,1080,370,1574,184
2014-12,1000902-005,雲林縣斗南鎮,中天里,466,1338,681,657,164,916,258
2014-12,1000902-004,雲林縣斗南鎮,北銘里,587,1723,836,887,234,1227,262
2014-12,1000902-003,雲林縣斗南鎮,南昌里,1024,2680,1290,1390,375,1927,378
2014-12,1000902-018,雲林縣斗南鎮,埤麻里,339,925,468,457,72,667,186
2014-12,1000902-017,雲林縣斗南鎮,大東里,387,1055,575,480,94,775,186
2014-12,1000902-012,雲林縣斗南鎮,將軍里,699,2052,1025,1027,253,1513,286
2014-12,1000902-021,雲林縣斗南鎮,小東里,610,1896,973,923,246,1352,298
2014-12,1000902-014,雲林縣斗南鎮,新光里,1048,3257,1688,1569,442,2367,448
2014-12,1000902-010,雲林縣斗南鎮,新南里,306,847,442,405,93,581,173
2014-12,1000902-020,雲林縣斗南鎮,新崙里,638,1825,954,871,188,1313,324
2014-12,1000902-016,雲林縣斗南鎮,明昌里,2231,6513,3254,3259,948,4884,681
2014-12,1000902-001,雲林縣斗南鎮,東仁里,494,1519,762,757,225,1082,212
2014-12,1000902-013,雲林縣斗南鎮,東明里,392,1136,599,537,102,844,190
2014-12,1000902-007,雲林縣斗南鎮,林子里,516,1528,770,758,164,1150,214
2014-12,1000902-015,雲林縣斗南鎮,田頭里,827,2710,1428,1282,357,1960,393
2014-12,1000902-022,雲林縣斗南鎮,石溪里,337,1056,566,490,105,753,198
2014-12,1000902-008,雲林縣斗南鎮,石龜里,298,944,505,439,104,670,170
2014-12,1000902-006,雲林縣斗南鎮,舊社里,1142,3204,1627,1577,470,2438,296
2014-12,1000902-019,雲林縣斗南鎮,西伯里,357,1029,544,485,82,738,209
2014-12,1000902-002,雲林縣斗南鎮,西岐里,2235,6385,3093,3292,939,4797,649
2014-12,1000902-011,雲林縣斗南鎮,阿丹里,442,1343,711,632,144,908,291
2014-12,1000902-009,雲林縣斗南鎮,靖興里,364,1048,586,462,84,754,210
2014-12,1000903-013,雲林縣虎尾鎮,三合里,490,1462,778,684,214,1027,221
2014-12,1000903-026,雲林縣虎尾鎮,下溪里,546,1789,957,832,221,1313,255
2014-12,1000903-001,雲林縣虎尾鎮,中山里,440,1204,599,605,176,793,235
2014-12,1000903-025,雲林縣虎尾鎮,中溪里,499,1654,872,782,232,1191,231
2014-12,1000903-004,雲林縣虎尾鎮,公安里,1331,3703,1815,1888,667,2590,446
2014-12,1000903-014,雲林縣虎尾鎮,北溪里,280,985,509,476,122,713,150
2014-12,1000903-018,雲林縣虎尾鎮,埒內里,1002,3170,1631,1539,400,2370,400
2014-12,1000903-019,雲林縣虎尾鎮,堀頭里,320,946,480,466,109,682,155
2014-12,1000903-015,雲林縣虎尾鎮,墾地里,434,1262,695,567,145,916,201
2014-12,1000903-007,雲林縣虎尾鎮,安慶里,670,1822,897,925,291,1243,288
2014-12,1000903-020,雲林縣虎尾鎮,安溪里,660,2111,1077,1034,234,1587,290
2014-12,1000903-008,雲林縣虎尾鎮,平和里,1838,5194,2514,2680,1221,3700,273
2014-12,1000903-022,雲林縣虎尾鎮,廉使里,1200,3802,1956,1846,548,2801,453
2014-12,1000903-012,雲林縣虎尾鎮,延平里,403,1273,685,588,190,926,157
2014-12,1000903-027,雲林縣虎尾鎮,建國里,247,598,330,268,77,464,57
2014-12,1000903-005,雲林縣虎尾鎮,德興里,1224,3287,1601,1686,534,2310,443
2014-12,1000903-023,雲林縣虎尾鎮,惠來里,946,2795,1455,1340,307,2084,404
2014-12,1000903-010,雲林縣虎尾鎮,新吉里,1587,4591,2245,2346,945,3295,351
2014-12,1000903-002,雲林縣虎尾鎮,新興里,858,2068,1068,1000,258,1484,326
2014-12,1000903-003,雲林縣虎尾鎮,東仁里,1151,3429,1716,1713,721,2257,451
2014-12,1000903-029,雲林縣虎尾鎮,東屯里,442,1465,783,682,183,1049,233
2014-12,1000903-011,雲林縣虎尾鎮,穎川里,795,2381,1219,1162,354,1719,308
2014-12,1000903-028,雲林縣虎尾鎮,立仁里,1741,4686,2272,2414,738,3410,538
2014-12,1000903-021,雲林縣虎尾鎮,興中里,655,1901,978,923,206,1411,284
2014-12,1000903-009,雲林縣虎尾鎮,興南里,924,2744,1389,1355,497,1998,249
2014-12,1000903-017,雲林縣虎尾鎮,芳草里,339,1057,593,464,151,732,174
2014-12,1000903-006,雲林縣虎尾鎮,西安里,1417,3943,1935,2008,586,2833,524
2014-12,1000903-016,雲林縣虎尾鎮,西屯里,586,1843,970,873,236,1304,303
2014-12,1000903-024,雲林縣虎尾鎮,頂溪里,929,3104,1635,1469,387,2277,440
2014-12,1000904-026,雲林縣西螺鎮,七座里,336,1099,578,521,131,753,215
2014-12,1000904-023,雲林縣西螺鎮,下湳里,285,1008,532,476,155,714,139
2014-12,1000904-006,雲林縣西螺鎮,中和里,262,734,363,371,86,510,138
2014-12,1000904-009,雲林縣西螺鎮,中興里,1093,3404,1665,1739,617,2416,371
2014-12,1000904-024,雲林縣西螺鎮,九隆里,280,930,486,444,145,635,150
2014-12,1000904-008,雲林縣西螺鎮,光華里,484,1373,655,718,236,944,193
2014-12,1000904-027,雲林縣西螺鎮,公舘里,469,1680,895,785,221,1165,294
2014-12,1000904-025,雲林縣西螺鎮,吳厝里,456,1601,820,781,208,1118,275
2014-12,1000904-018,雲林縣西螺鎮,埤頭里,290,1055,543,512,135,711,209
2014-12,1000904-002,雲林縣西螺鎮,大園里,644,2137,1056,1081,371,1529,237
2014-12,1000904-017,雲林縣西螺鎮,大新里,632,2130,1122,1008,347,1364,419
2014-12,1000904-015,雲林縣西螺鎮,安定里,619,2255,1166,1089,346,1555,354
2014-12,1000904-003,雲林縣西螺鎮,廣福里,807,2538,1220,1318,460,1803,275
2014-12,1000904-020,雲林縣西螺鎮,廣興里,350,1074,552,522,161,696,217
2014-12,1000904-001,雲林縣西螺鎮,振興里,601,1990,1019,971,292,1384,314
2014-12,1000904-011,雲林縣西螺鎮,新安里,426,1673,873,800,241,1190,242
2014-12,1000904-012,雲林縣西螺鎮,新豐里,532,1915,1012,903,294,1337,284
2014-12,1000904-019,雲林縣西螺鎮,東興里,373,1192,630,562,136,787,269
2014-12,1000904-004,雲林縣西螺鎮,正興里,1201,3705,1878,1827,559,2652,494
2014-12,1000904-005,雲林縣西螺鎮,永安里,168,439,230,209,53,306,80
2014-12,1000904-014,雲林縣西螺鎮,河南里,409,1219,631,588,169,869,181
2014-12,1000904-010,雲林縣西螺鎮,漢光里,1671,5311,2595,2716,905,3873,533
