年月,村里代碼,區域,村里,戶數,人口,男性人口,女性人口,未滿15歲,15-65歲,超過65歲
2014-12,6700300-022,台南市白河區,內角里,330,814,443,371,71,533,210
2014-12,6700300-010,台南市白河區,六溪里,238,625,347,278,56,440,129
2014-12,6700300-003,台南市白河區,外角里,620,1656,856,800,194,1175,287
2014-12,6700300-008,台南市白河區,大林里,269,689,387,302,47,484,158
2014-12,6700300-014,台南市白河區,大竹里,583,1736,906,830,196,1212,328
2014-12,6700300-009,台南市白河區,崁頭里,188,463,235,228,39,323,101
2014-12,6700300-019,台南市白河區,崎內里,313,851,478,373,77,554,220
2014-12,6700300-004,台南市白河區,庄內里,684,1933,1000,933,222,1408,303
2014-12,6700300-016,台南市白河區,廣安里,271,758,400,358,77,506,175
2014-12,6700300-020,台南市白河區,昇安里,536,1643,856,787,198,1152,293
2014-12,6700300-002,台南市白河區,永安里,1249,3470,1722,1748,425,2511,534
2014-12,6700300-021,台南市白河區,汴頭里,314,860,451,409,88,569,203
2014-12,6700300-006,台南市白河區,河東里,560,1540,809,731,131,1073,336
2014-12,6700300-013,台南市白河區,玉豐里,496,1448,772,676,163,1031,254
2014-12,6700300-024,台南市白河區,甘宅里,267,685,393,292,58,440,187
2014-12,6700300-001,台南市白河區,白河里,765,2061,1043,1018,220,1442,399
2014-12,6700300-005,台南市白河區,秀祐里,371,1061,542,519,123,776,162
2014-12,6700300-018,台南市白河區,竹門里,384,1038,543,495,100,678,260
2014-12,6700300-023,台南市白河區,草店里,391,1001,515,486,91,689,221
2014-12,6700300-017,台南市白河區,蓮潭里,352,1041,554,487,112,714,215
2014-12,6700300-007,台南市白河區,虎山里,208,523,280,243,33,363,127
2014-12,6700300-015,台南市白河區,詔安里,375,1030,533,497,119,708,203
2014-12,6700300-012,台南市白河區,關嶺里,502,1222,627,595,107,775,340
2014-12,6700400-003,台南市柳營區,中埕里,364,934,475,459,86,680,168
2014-12,6700400-006,台南市柳營區,人和里,334,885,442,443,77,635,173
2014-12,6700400-002,台南市柳營區,光福里,774,2192,1152,1040,207,1612,373
2014-12,6700400-005,台南市柳營區,八翁里,581,1560,831,729,157,1165,238
2014-12,6700400-001,台南市柳營區,士林里,712,1914,1002,912,179,1451,284
2014-12,6700400-010,台南市柳營區,大農里,285,762,386,376,61,573,128
2014-12,6700400-007,台南市柳營區,太康里,653,1775,920,855,164,1283,328
2014-12,6700400-013,台南市柳營區,旭山里,655,1933,1040,893,238,1379,316
2014-12,6700400-004,台南市柳營區,東昇里,1145,3120,1549,1571,299,2322,499
2014-12,6700400-012,台南市柳營區,果毅里,462,1397,758,639,119,1016,262
2014-12,6700400-011,台南市柳營區,神農里,560,1647,865,782,153,1173,321
2014-12,6700400-009,台南市柳營區,篤農里,567,1571,832,739,139,1172,260
2014-12,6700400-008,台南市柳營區,重溪里,751,2138,1124,1014,242,1512,384
2014-12,6700500-009,台南市後壁區,仕安里,243,640,353,287,77,437,126
2014-12,6700500-002,台南市後壁區,侯伯里,527,1615,839,776,199,1114,302
2014-12,6700500-006,台南市後壁區,嘉民里,414,1391,738,653,169,952,270
2014-12,6700500-005,台南市後壁區,嘉田里,440,1316,700,616,121,916,279
2014-12,6700500-003,台南市後壁區,嘉苳里,509,1499,794,705,165,1050,284
2014-12,6700500-004,台南市後壁區,土溝里,505,1512,788,724,124,1074,314
2014-12,6700500-017,台南市後壁區,墨林里,309,820,403,417,63,522,235
2014-12,6700500-008,台南市後壁區,崁頂里,220,532,275,257,37,352,143
2014-12,6700500-021,台南市後壁區,平安里,415,1161,621,540,133,775,253
2014-12,6700500-001,台南市後壁區,後壁里,681,1925,970,955,193,1414,318
2014-12,6700500-016,台南市後壁區,後廍里,166,502,267,235,31,361,110
2014-12,6700500-019,台南市後壁區,新嘉里,502,1214,661,553,118,776,320
2014-12,6700500-011,台南市後壁區,新東里,716,1892,966,926,171,1361,360
2014-12,6700500-015,台南市後壁區,烏樹里,328,838,435,403,70,550,218
2014-12,6700500-014,台南市後壁區,福安里,515,1365,714,651,111,974,280
2014-12,6700500-010,台南市後壁區,竹新里,622,1625,843,782,158,1121,346
2014-12,6700500-018,台南市後壁區,菁寮里,183,426,226,200,28,277,121
2014-12,6700500-007,台南市後壁區,菁豊里,374,899,449,450,100,566,233
2014-12,6700500-013,台南市後壁區,長安里,503,1391,732,659,106,945,340
2014-12,6700500-012,台南市後壁區,頂安里,501,1453,733,720,139,1076,238
2014-12,6700500-020,台南市後壁區,頂長里,214,573,298,275,51,362,160
2014-12,6700600-004,台南市東山區,三榮里,440,1100,562,538,106,793,201
2014-12,6700600-013,台南市東山區,南勢里,464,1333,732,601,147,936,250
2014-12,6700600-008,台南市東山區,南溪里,189,511,296,215,44,365,102
2014-12,6700600-005,台南市東山區,大客里,486,1297,695,602,138,875,284
2014-12,6700600-012,台南市東山區,嶺南里,275,815,438,377,79,552,184
2014-12,6700600-002,台南市東山區,東中里,1073,2934,1496,1438,353,2071,510
2014-12,6700600-011,台南市東山區,東原里,905,2592,1370,1222,266,1799,527
2014-12,6700600-001,台南市東山區,東山里,650,1693,873,820,177,1221,295
2014-12,6700600-003,台南市東山區,東正里,696,1729,899,830,178,1192,359
2014-12,6700600-007,台南市東山區,東河里,406,1045,565,480,85,758,202
2014-12,6700600-010,台南市東山區,林安里,166,401,229,172,29,261,111
2014-12,6700600-009,台南市東山區,水雲里,219,436,251,185,17,319,100
2014-12,6700600-006,台南市東山區,科里里,625,1473,784,689,125,997,351
2014-12,6700600-016,台南市東山區,聖賢里,830,2243,1169,1074,227,1590,426
2014-12,6700600-014,台南市東山區,青山里,465,1245,674,571,129,845,271
2014-12,6700600-015,台南市東山區,高原里,393,1073,594,479,103,751,219
2014-12,6700700-027,台南市麻豆區,中民里,308,987,516,471,111,696,180
2014-12,6700700-006,台南市麻豆區,中興里,852,2356,1147,1209,294,1718,344
2014-12,6700700-002,台南市麻豆區,保安里,228,664,330,334,82,430,152
2014-12,6700700-010,台南市麻豆區,北勢里,491,1318,699,619,125,955,238
2014-12,6700700-014,台南市麻豆區,南勢里,951,2684,1372,1312,289,1942,453
2014-12,6700700-017,台南市麻豆區,埤頭里,544,1611,833,778,183,1157,271
2014-12,6700700-011,台南市麻豆區,大埕里,1176,3499,1755,1744,572,2468,459
2014-12,6700700-018,台南市麻豆區,大山里,247,717,375,342,83,515,119
2014-12,6700700-023,台南市麻豆區,安東里,236,736,386,350,71,541,124
2014-12,6700700-024,台南市麻豆區,安業里,279,726,373,353,66,538,122
2014-12,6700700-028,台南市麻豆區,安正里,355,1060,543,517,96,802,162
2014-12,6700700-025,台南市麻豆區,安西里,284,856,431,425,84,649,123
2014-12,6700700-015,台南市麻豆區,寮廍里,673,1917,996,921,208,1413,296
2014-12,6700700-016,台南市麻豆區,小埤里,402,1196,618,578,154,868,174
2014-12,6700700-005,台南市麻豆區,巷口里,646,1847,925,922,234,1348,265
2014-12,6700700-008,台南市麻豆區,新建里,495,1442,715,727,218,1030,194
2014-12,6700700-004,台南市麻豆區,晋江里,985,2964,1493,1471,433,2112,419
2014-12,6700700-003,台南市麻豆區,東角里,1024,3162,1544,1618,517,2297,348
2014-12,6700700-009,台南市麻豆區,油車里,1391,4247,2126,2121,630,3173,444
2014-12,6700700-019,台南市麻豆區,海埔里,441,1161,616,545,100,824,237
2014-12,6700700-021,台南市麻豆區,港尾里,567,1417,740,677,137,992,288
2014-12,6700700-029,台南市麻豆區,磚井里,447,1376,692,684,136,1023,217
2014-12,6700700-001,台南市麻豆區,穀興里,296,792,413,379,99,553,140
2014-12,6700700-012,台南市麻豆區,總榮里,264,776,415,361,78,552,146
2014-12,6700700-007,台南市麻豆區,興農里,588,1857,939,918,286,1317,254
2014-12,6700700-020,台南市麻豆區,莊禮里,215,567,298,269,54,389,124
2014-12,6700700-026,台南市麻豆區,謝安里,345,983,526,457,86,756,141
2014-12,6700700-022,台南市麻豆區,麻口里,426,1258,652,606,131,917,210
2014-12,6700700-013,台南市麻豆區,龍泉里,294,891,444,447,70,671,150
2014-12,6700800-001,台南市下營區,下營里,415,980,513,467,103,661,216
2014-12,6700800-010,台南市下營區,中營里,457,1295,689,606,137,917,241
2014-12,6700800-002,台南市下營區,仁里里,1171,3426,1761,1665,384,2544,498
2014-12,6700800-008,台南市下營區,大埤里,343,885,465,420,96,605,184
2014-12,6700800-007,台南市下營區,大屯里,412,1007,521,486,93,768,146
2014-12,6700800-003,台南市下營區,宅內里,479,1277,660,617,128,896,253
2014-12,6700800-004,台南市下營區,後街里,649,1810,914,896,194,1340,276
2014-12,6700800-005,台南市下營區,新興里,1040,2874,1468,1406,389,2115,370
2014-12,6700800-006,台南市下營區,營前里,921,2502,1245,1257,249,1825,428
2014-12,6700800-014,台南市下營區,甲中里,492,1312,671,641,130,854,328
2014-12,6700800-015,台南市下營區,紅厝里,522,1440,732,708,157,968,315
2014-12,6700800-009,台南市下營區,茅港里,486,1357,709,648,109,982,266
2014-12,6700800-012,台南市下營區,西連里,379,1054,578,476,100,734,220
2014-12,6700800-013,台南市下營區,賀建里,580,1566,833,733,168,1121,277
2014-12,6700800-011,台南市下營區,開化里,765,2283,1160,1123,233,1677,373
2014-12,6700900-005,台南市六甲區,七甲里,364,1121,584,537,134,823,164
2014-12,6700900-008,台南市六甲區,中社里,669,1892,978,914,196,1401,295
2014-12,6700900-006,台南市六甲區,二甲里,1248,3890,2032,1858,513,2890,487
2014-12,6700900-001,台南市六甲區,六甲里,1185,3546,1763,1783,477,2530,539
2014-12,6700900-012,台南市六甲區,大丘里,355,707,400,307,47,476,184
2014-12,6700900-007,台南市六甲區,水林里,787,2610,1343,1267,345,1968,297
2014-12,6700900-011,台南市六甲區,王爺里,334,922,526,396,93,641,188
2014-12,6700900-003,台南市六甲區,甲南里,582,1663,842,821,200,1200,263
2014-12,6700900-002,台南市六甲區,甲東里,1013,3173,1612,1561,414,2308,451
2014-12,6700900-010,台南市六甲區,菁埔里,254,731,383,348,62,547,122
2014-12,6700900-004,台南市六甲區,龍湖里,437,1274,670,604,174,901,199
2014-12,6700900-009,台南市六甲區,龜港里,487,1303,687,616,118,994,191
2014-12,6701000-002,台南市官田區,二鎮里,1209,3428,1755,1673,359,2743,326
2014-12,6701000-008,台南市官田區,南廍里,482,1383,705,678,153,1099,131
2014-12,6701000-004,台南市官田區,嘉南里,136,317,182,135,24,216,77
2014-12,6701000-005,台南市官田區,大崎里,196,487,271,216,27,343,117
2014-12,6701000-001,台南市官田區,官田里,861,2427,1243,1184,241,1805,381
2014-12,6701000-011,台南市官田區,拔林里,243,602,307,295,58,406,138
2014-12,6701000-009,台南市官田區,東庄里,506,1579,832,747,176,1125,278
2014-12,6701000-012,台南市官田區,渡頭里,904,2527,1298,1229,217,1861,449
2014-12,6701000-003,台南市官田區,湖山里,409,1115,596,519,82,823,210
2014-12,6701000-013,台南市官田區,社子里,364,1069,555,514,104,794,171
2014-12,6701000-010,台南市官田區,西庄里,247,727,386,341,54,505,168
2014-12,6701000-007,台南市官田區,隆本里,1346,3717,1846,1871,478,2827,412
2014-12,6701000-006,台南市官田區,隆田里,893,2328,1124,1204,295,1722,311
2014-12,6701100-009,台南市大內區,二溪里,414,972,540,432,80,654,238
2014-12,6701100-004,台南市大內區,內江里,414,1103,590,513,99,775,229
2014-12,6701100-006,台南市大內區,內郭里,253,737,405,332,68,535,134
2014-12,6701100-005,台南市大內區,大內里,360,980,491,489,117,661,202
2014-12,6701100-010,台南市大內區,曲溪里,268,690,375,315,68,461,161
2014-12,6701100-008,台南市大內區,環湖里,355,893,495,398,92,610,191
2014-12,6701100-003,台南市大內區,石城里,658,1765,907,858,205,1289,271
2014-12,6701100-002,台南市大內區,石林里,307,774,406,368,63,539,172
2014-12,6701100-001,台南市大內區,石湖里,483,1189,623,566,113,825,251
2014-12,6701100-007,台南市大內區,頭社里,460,1145,636,509,95,817,233
2014-12,6701200-021,台南市佳里區,三協里,375,1111,571,540,93,841,177
2014-12,6701200-007,台南市佳里區,佳化里,827,2476,1263,1213,266,1867,343
2014-12,6701200-006,台南市佳里區,六安里,1704,4725,2311,2414,614,3531,580
2014-12,6701200-015,台南市佳里區,嘉福里,376,1057,539,518,82,772,203
2014-12,6701200-020,台南市佳里區,子龍里,652,1769,934,835,189,1218,362
2014-12,6701200-005,台南市佳里區,安西里,4567,13956,6764,7192,2307,10474,1175
2014-12,6701200-004,台南市佳里區,建南里,3501,9956,4799,5157,1361,7642,953
2014-12,6701200-002,台南市佳里區,忠仁里,1141,3455,1703,1752,445,2542,468
2014-12,6701200-001,台南市佳里區,東寧里,749,2070,1003,1067,208,1544,318
2014-12,6701200-019,台南市佳里區,民安里,565,1704,878,826,218,1260,226
2014-12,6701200-012,台南市佳里區,海澄里,578,1732,890,842,177,1307,248
2014-12,6701200-011,台南市佳里區,溪州里,153,440,237,203,33,324,83
2014-12,6701200-013,台南市佳里區,漳洲里,302,858,426,432,91,633,134
2014-12,6701200-010,台南市佳里區,營頂里,273,756,389,367,59,546,151
2014-12,6701200-008,台南市佳里區,禮化里,369,1076,543,533,103,791,182
2014-12,6701200-009,台南市佳里區,興化里,510,1458,755,703,139,1001,318
2014-12,6701200-017,台南市佳里區,蚶寮里,348,954,504,450,81,694,179
2014-12,6701200-016,台南市佳里區,通興里,390,1142,595,547,77,827,238
2014-12,6701200-003,台南市佳里區,鎮山里,2110,6569,3272,3297,763,5171,635
2014-12,6701200-014,台南市佳里區,頂廍里,372,1075,554,521,117,805,153
2014-12,6701200-018,台南市佳里區,龍安里,414,1194,624,570,98,887,209
2014-12,6701300-012,台南市學甲區,三慶里,633,1653,891,762,153,1176,324
2014-12,6701300-013,台南市學甲區,中洲里,649,1702,869,833,163,1215,324
2014-12,6701300-001,台南市學甲區,仁得里,1615,4642,2266,2376,553,3587,502
2014-12,6701300-003,台南市學甲區,光華里,538,1476,774,702,153,1126,197
2014-12,6701300-011,台南市學甲區,大灣里,428,1200,610,590,110,867,223
2014-12,6701300-004,台南市學甲區,宅港里,372,988,530,458,98,716,174
2014-12,6701300-009,台南市學甲區,平和里,495,1266,689,577,124,896,246
2014-12,6701300-005,台南市學甲區,慈福里,809,2335,1162,1173,270,1717,348
2014-12,6701300-002,台南市學甲區,新榮里,849,2515,1250,1265,324,1939,252
2014-12,6701300-010,台南市學甲區,新達里,911,2524,1278,1246,241,1894,389
2014-12,6701300-007,台南市學甲區,明宜里,836,2324,1215,1109,261,1809,254
2014-12,6701300-006,台南市學甲區,秀昌里,969,2807,1451,1356,303,2223,281
2014-12,6701300-008,台南市學甲區,豐和里,543,1517,799,718,163,1128,226
2014-12,6701400-008,台南市西港區,劉厝里,518,1466,740,726,131,1112,223
2014-12,6701400-002,台南市西港區,南海里,858,2761,1395,1366,284,2122,355
2014-12,6701400-005,台南市西港區,後營里,510,1666,845,821,184,1212,270
2014-12,6701400-012,台南市西港區,慶安里,1715,5180,2553,2627,644,3997,539
2014-12,6701400-011,台南市西港區,新復里,396,1259,647,612,146,945,168
2014-12,6701400-010,台南市西港區,永樂里,390,1200,626,574,134,856,210
2014-12,6701400-003,台南市西港區,港東里,563,1796,938,858,180,1389,227
2014-12,6701400-006,台南市西港區,營西里,515,1590,814,776,159,1185,246
2014-12,6701400-009,台南市西港區,竹林里,470,1384,711,673,114,1009,261
2014-12,6701400-001,台南市西港區,西港里,1242,3828,1890,1938,466,2948,414
2014-12,6701400-007,台南市西港區,金砂里,280,907,481,426,76,634,197
2014-12,6701400-004,台南市西港區,檨林里,587,1859,970,889,174,1352,333
2014-12,6701500-010,台南市七股區,七股里,331,1112,573,539,138,788,186
2014-12,6701500-022,台南市七股區,三股里,484,1615,857,758,140,1153,322
2014-12,6701500-017,台南市七股區,中寮里,312,835,431,404,75,562,198
2014-12,6701500-023,台南市七股區,十份里,525,1612,862,750,164,1193,255
2014-12,6701500-003,台南市七股區,城內里,217,539,277,262,44,376,119
2014-12,6701500-007,台南市七股區,塩埕里,199,463,248,215,34,325,104
2014-12,6701500-012,台南市七股區,大埕里,685,2068,1032,1036,347,1466,255
2014-12,6701500-013,台南市七股區,大寮里,375,1191,624,567,186,791,214
2014-12,6701500-002,台南市七股區,大潭里,299,752,390,362,40,553,159
2014-12,6701500-001,台南市七股區,後港里,217,620,339,281,36,458,126
2014-12,6701500-020,台南市七股區,槺榔里,264,838,426,412,95,617,126
2014-12,6701500-015,台南市七股區,樹林里,458,1355,714,641,142,999,214
2014-12,6701500-021,台南市七股區,永吉里,354,1142,592,550,113,873,156
2014-12,6701500-009,台南市七股區,溪南里,205,400,201,199,29,285,86
2014-12,6701500-011,台南市七股區,玉成里,323,987,528,459,165,643,179
2014-12,6701500-014,台南市七股區,看坪里,303,854,450,404,129,597,128
2014-12,6701500-018,台南市七股區,竹橋里,262,758,381,377,57,529,172
2014-12,6701500-016,台南市七股區,竹港里,243,750,361,389,76,545,129
2014-12,6701500-004,台南市七股區,篤加里,329,977,508,469,124,664,189
2014-12,6701500-019,台南市七股區,義合里,456,1300,669,631,126,982,192
2014-12,6701500-006,台南市七股區,西寮里,243,526,293,233,25,403,98
2014-12,6701500-005,台南市七股區,頂山里,380,947,528,419,59,666,222
2014-12,6701500-008,台南市七股區,龍山里,661,1967,995,972,224,1375,368
2014-12,6701600-012,台南市將軍區,三吉里,170,509,271,238,40,374,95
2014-12,6701600-008,台南市將軍區,仁和里,305,735,402,333,56,514,165
2014-12,6701600-006,台南市將軍區,保源里,412,1109,573,536,72,803,234
2014-12,6701600-009,台南市將軍區,北埔里,248,670,338,332,49,466,155
2014-12,6701600-005,台南市將軍區,嘉昌里,373,1032,546,486,105,746,181
2014-12,6701600-010,台南市將軍區,將富里,283,743,385,358,65,511,167
2014-12,6701600-011,台南市將軍區,將貴里,243,674,351,323,55,466,153
2014-12,6701600-016,台南市將軍區,平沙里,426,1375,664,711,135,1051,189
2014-12,6701600-014,台南市將軍區,廣山里,302,752,396,356,50,497,205
2014-12,6701600-004,台南市將軍區,忠興里,640,1862,912,950,191,1363,308
2014-12,6701600-013,台南市將軍區,玉山里,385,975,521,454,63,699,213
2014-12,6701600-007,台南市將軍區,苓和里,464,1202,631,571,89,900,213
2014-12,6701600-003,台南市將軍區,西和里,401,1128,571,557,83,838,207
2014-12,6701600-002,台南市將軍區,西華里,549,1573,815,758,132,1215,226
2014-12,6701600-001,台南市將軍區,長榮里,432,1268,613,655,125,979,164
2014-12,6701600-015,台南市將軍區,長沙里,497,1631,816,815,181,1235,215
2014-12,6701600-018,台南市將軍區,鯤溟里,444,1146,545,601,85,870,191
2014-12,6701600-017,台南市將軍區,鯤鯓里,765,2184,1105,1079,195,1656,333
2014-12,6701700-007,台南市北門區,三光里,495,1419,713,706,170,1083,166
2014-12,6701700-010,台南市北門區,中樞里,304,754,389,365,51,543,160
2014-12,6701700-008,台南市北門區,仁里里,289,745,385,360,74,516,155
2014-12,6701700-001,台南市北門區,保吉里,547,1565,795,770,149,1235,181
2014-12,6701700-005,台南市北門區,北門里,372,1017,499,518,89,775,153
2014-12,6701700-011,台南市北門區,慈安里,324,835,402,433,80,636,119
2014-12,6701700-003,台南市北門區,東壁里,267,877,425,452,80,715,82
2014-12,6701700-012,台南市北門區,永華里,166,432,212,220,43,329,60
2014-12,6701700-013,台南市北門區,永隆里,222,575,272,303,50,429,96
2014-12,6701700-009,台南市北門區,玉港里,370,865,468,397,67,615,183
2014-12,6701700-006,台南市北門區,錦湖里,501,1158,611,547,113,851,194
2014-12,6701700-002,台南市北門區,雙春里,205,568,298,270,67,432,69
2014-12,6701700-004,台南市北門區,鯤江里,307,881,425,456,85,703,93
2014-12,6701800-005,台南市新化區,中央里,184,461,221,240,46,296,119
2014-12,6701800-013,台南市新化區,全興里,999,3227,1630,1597,422,2529,276
2014-12,6701800-011,台南市新化區,北勢里,572,1681,865,816,190,1326,165
2014-12,6701800-009,台南市新化區,協興里,1229,3920,1961,1959,506,2997,417
2014-12,6701800-010,台南市新化區,唪口里,754,2556,1286,1270,385,1918,253
2014-12,6701800-017,台南市新化區,大坑里,190,537,294,243,31,395,111
2014-12,6701800-004,台南市新化區,太平里,1644,5034,2532,2502,651,3762,621
2014-12,6701800-016,台南市新化區,山脚里,546,1751,908,843,232,1315,204
2014-12,6701800-014,台南市新化區,崙頂里,685,2320,1252,1068,278,1728,314
2014-12,6701800-002,台南市新化區,東榮里,1642,4668,2360,2308,524,3515,629
2014-12,6701800-001,台南市新化區,武安里,733,2151,1066,1085,249,1631,271
2014-12,6701800-008,台南市新化區,清水里,377,1140,585,555,119,865,156
2014-12,6701800-015,台南市新化區,知義里,868,2549,1340,1209,231,1927,391
2014-12,6701800-020,台南市新化區,礁坑里,413,1153,640,513,89,819,245
2014-12,6701800-007,台南市新化區,竹林里,175,469,257,212,26,345,98
2014-12,6701800-019,台南市新化區,羊林里,328,1080,579,501,120,806,154
2014-12,6701800-006,台南市新化區,觀音里,233,638,315,323,61,461,116
2014-12,6701800-003,台南市新化區,護國里,690,2153,1089,1064,240,1596,317
2014-12,6701800-012,台南市新化區,豐榮里,1154,3717,1890,1827,569,2815,333
2014-12,6701800-018,台南市新化區,𦰡拔里,787,2577,1315,1262,309,1919,349
2014-12,6701900-011,台南市善化區,什乃里,499,1460,743,717,187,1114,159
2014-12,6701900-003,台南市善化區,光文里,2343,6515,3198,3317,1121,4700,694
2014-12,6701900-013,台南市善化區,六分里,302,804,427,377,67,593,144
2014-12,6701900-014,台南市善化區,六德里,421,1285,661,624,139,957,189
2014-12,6701900-007,台南市善化區,北關里,232,571,325,246,68,398,105
2014-12,6701900-005,台南市善化區,南關里,748,2227,1097,1130,401,1594,232
2014-12,6701900-019,台南市善化區,嘉北里,570,1730,921,809,198,1252,280
2014-12,6701900-020,台南市善化區,嘉南里,402,1214,634,580,131,879,204
2014-12,6701900-002,台南市善化區,坐駕里,1600,4792,2305,2487,1020,3292,480
2014-12,6701900-021,台南市善化區,小新里,2638,6658,3383,3275,1197,5011,450
2014-12,6701900-004,台南市善化區,文昌里,1136,3205,1597,1608,511,2303,391
2014-12,6701900-008,台南市善化區,文正里,675,1965,999,966,337,1398,230
2014-12,6701900-017,台南市善化區,東昌里,425,1241,643,598,135,890,216
2014-12,6701900-001,台南市善化區,東關里,547,1324,659,665,244,853,227
2014-12,6701900-016,台南市善化區,東隆里,351,1038,536,502,112,732,194
2014-12,6701900-012,台南市善化區,溪美里,739,2188,1103,1085,241,1607,340
2014-12,6701900-018,台南市善化區,牛庄里,565,1720,880,840,161,1301,258
2014-12,6701900-015,台南市善化區,田寮里,694,2040,1047,993,226,1463,351
2014-12,6701900-010,台南市善化區,胡厝里,641,1872,993,879,205,1366,301
2014-12,6701900-009,台南市善化區,胡家里,466,1486,768,718,163,1036,287
2014-12,6701900-006,台南市善化區,西關里,296,765,388,377,74,554,137
2014-12,6702000-006,台南市新市區,三舍里,554,1952,953,999,430,1357,165
2014-12,6702000-004,台南市新市區,大洲里,271,835,436,399,131,586,118
2014-12,6702000-007,台南市新市區,大營里,1170,3669,1833,1836,500,2807,362
2014-12,6702000-008,台南市新市區,大社里,1607,5228,2703,2525,673,4028,527
2014-12,6702000-002,台南市新市區,新和里,2489,7225,3640,3585,1077,5493,655
2014-12,6702000-001,台南市新市區,新市里,1090,3195,1552,1643,389,2489,317
2014-12,6702000-011,台南市新市區,永就里,1210,3430,1706,1724,542,2646,242
2014-12,6702000-010,台南市新市區,港墘里,1230,3989,1974,2015,556,3050,383
2014-12,6702000-009,台南市新市區,潭頂里,693,2100,1083,1017,243,1595,262
2014-12,6702000-003,台南市新市區,社內里,840,2760,1381,1379,434,2029,297
2014-12,6702000-005,台南市新市區,豐華里,362,1099,555,544,165,817,117
2014-12,6702100-007,台南市安定區,中榮里,695,1954,1001,953,359,1469,126
2014-12,6702100-012,台南市安定區,中沙里,260,803,411,392,74,619,110
2014-12,6702100-005,台南市安定區,保西里,327,927,475,452,100,676,151
2014-12,6702100-011,台南市安定區,六嘉里,525,1770,912,858,179,1388,203
2014-12,6702100-016,台南市安定區,南安里,249,755,365,390,114,547,94
2014-12,6702100-010,台南市安定區,大同里,257,823,437,386,74,697,52
2014-12,6702100-004,台南市安定區,安加里,512,1546,814,732,214,1076,256
2014-12,6702100-003,台南市安定區,安定里,585,1757,920,837,200,1273,284
2014-12,6702100-013,台南市安定區,新吉里,950,2793,1407,1386,318,2239,236
2014-12,6702100-014,台南市安定區,海寮里,892,2963,1558,1405,328,2289,346
2014-12,6702100-009,台南市安定區,港南里,969,2968,1551,1417,353,2333,282
2014-12,6702100-008,台南市安定區,港口里,1053,3340,1660,1680,480,2582,278
2014-12,6702100-006,台南市安定區,港尾里,568,1866,947,919,270,1329,267
2014-12,6702100-015,台南市安定區,管寮里,314,1098,575,523,99,808,191
2014-12,6702100-002,台南市安定區,蘇厝里,790,2431,1224,1207,316,1778,337
2014-12,6702100-001,台南市安定區,蘇林里,817,2504,1295,1209,257,1826,421
2014-12,6702200-002,台南市山上區,南洲里,655,1864,985,879,174,1316,374
2014-12,6702200-003,台南市山上區,山上里,369,1056,539,517,100,770,186
2014-12,6702200-006,台南市山上區,平陽里,158,415,228,187,19,307,89
2014-12,6702200-004,台南市山上區,新莊里,374,1089,556,533,108,826,155
2014-12,6702200-001,台南市山上區,明和里,741,2033,1052,981,217,1473,343
2014-12,6702200-005,台南市山上區,玉峯里,243,612,329,283,38,427,147
2014-12,6702200-007,台南市山上區,豐德里,148,431,233,198,33,341,57
2014-12,6702300-007,台南市玉井區,三和里,294,885,467,418,90,625,170
2014-12,6702300-006,台南市玉井區,三埔里,210,593,337,256,52,419,122
2014-12,6702300-003,台南市玉井區,中正里,499,1473,764,709,161,1032,280
2014-12,6702300-009,台南市玉井區,層林里,272,748,402,346,65,515,168
2014-12,6702300-008,台南市玉井區,望明里,599,1768,960,808,186,1252,330
2014-12,6702300-005,台南市玉井區,沙田里,221,576,313,263,53,387,136
2014-12,6702300-001,台南市玉井區,玉井里,354,921,453,468,74,638,209
2014-12,6702300-002,台南市玉井區,玉田里,1709,4742,2413,2329,497,3468,777
2014-12,6702300-004,台南市玉井區,竹圍里,573,1697,869,828,179,1213,305
2014-12,6702300-010,台南市玉井區,豐里里,389,1158,604,554,109,809,240
2014-12,6702400-003,台南市楠西區,密枝里,297,815,453,362,55,593,167
2014-12,6702400-007,台南市楠西區,東勢里,923,2672,1358,1314,305,1904,463
2014-12,6702400-001,台南市楠西區,楠西里,763,2175,1130,1045,213,1581,381
2014-12,6702400-002,台南市楠西區,灣丘里,471,1380,754,626,142,972,266
2014-12,6702400-004,台南市楠西區,照興里,430,1189,658,531,139,840,210
2014-12,6702400-005,台南市楠西區,鹿田里,393,1142,589,553,120,778,244
2014-12,6702400-006,台南市楠西區,龜丹里,261,743,414,329,63,536,144
2014-12,6702500-003,台南市南化區,中坑里,164,524,287,237,44,353,127
2014-12,6702500-007,台南市南化區,北寮里,437,1399,759,640,128,995,276
2014-12,6702500-004,台南市南化區,北平里,215,653,355,298,61,433,159
2014-12,6702500-001,台南市南化區,南化里,577,1621,849,772,159,1177,285
2014-12,6702500-002,台南市南化區,小崙里,283,927,527,400,86,684,157
2014-12,6702500-005,台南市南化區,東和里,245,790,436,354,81,564,145
2014-12,6702500-008,台南市南化區,玉山里,366,1171,627,544,107,879,185
2014-12,6702500-006,台南市南化區,西埔里,289,928,511,417,69,669,190
2014-12,6702500-009,台南市南化區,關山里,287,988,527,461,127,748,113
2014-12,6702600-004,台南市左鎮區,中正里,359,903,472,431,71,598,234
2014-12,6702600-010,台南市左鎮區,二寮里,99,219,128,91,17,152,50
2014-12,6702600-001,台南市左鎮區,光和里,185,438,242,196,25,306,107
2014-12,6702600-006,台南市左鎮區,內庄里,183,467,278,189,31,305,131
